bain_area_percentage_list
0.04561614990234375,0.05435943603515625,0.04990386962890625,0.0518341064453125,0.06878280639648438,0.04929351806640625,0.055828094482421875,0.07569503784179688,0.055522918701171875,0.042224884033203125,0.061946868896484375,0.058704376220703125,0.0447540283203125,0.05849456787109375,0.07070541381835938,0.034984588623046875,0.058719635009765625,0.0527801513671875,0.06837844848632812,0.05384063720703125,0.07352447509765625,0.06215667724609375,0.05031585693359375,0.0475921630859375,0.04695892333984375,0.035797119140625,0.043895721435546875,0.07489776611328125,0.06267547607421875,0.05059051513671875,0.063873291015625,0.037372589111328125,0.041736602783203125,0.0375823974609375,0.066436767578125,0.0599822998046875,0.06360244750976562,0.061557769775390625,0.051242828369140625,0.054393768310546875,0.045619964599609375,0.046962738037109375,0.03589630126953125,0.04033660888671875,0.057285308837890625,0.050975799560546875,0.0593414306640625,0.045658111572265625,0.06204986572265625,0.05078887939453125,0.04347991943359375,0.06791305541992188,0.05938720703125,0.050243377685546875,0.0451202392578125,0.06964111328125,0.05493927001953125,0.0521697998046875,0.04802703857421875,0.0223236083984375,0.045406341552734375,0.047245025634765625,0.05877685546875,0.046436309814453125,0.045375823974609375,0.06452560424804688,0.049045562744140625,0.063995361328125,0.07250213623046875,0.054843902587890625,0.06494522094726562,0.05957794189453125,0.06265640258789062,0.062358856201171875,0.06281280517578125,0.060245513916015625,0.04854583740234375,0.050930023193359375,0.06708526611328125,0.05805206298828125,0.043731689453125,0.05458831787109375,0.060718536376953125,0.060077667236328125,0.05938720703125,0.04828643798828125,0.06290435791015625,0.054931640625,0.03108978271484375,0.054409027099609375,0.051792144775390625,0.05971527099609375,0.043155670166015625,0.0537872314453125,0.05877685546875,0.052337646484375,0.037708282470703125,0.048961639404296875,0.04631805419921875,0.053737640380859375,0.06633758544921875,0.053134918212890625,0.04302978515625,0.06909561157226562,0.045928955078125,0.052005767822265625,0.042392730712890625,0.039356231689453125,0.046001434326171875,0.055728912353515625,0.05303192138671875,0.05849456787109375,0.044246673583984375,0.050048828125,0.058563232421875,0.05155181884765625,0.06929779052734375,0.0410919189453125,0.055267333984375,0.07164764404296875,0.04358673095703125,0.043926239013671875,0.04029083251953125,0.0416412353515625,0.0633697509765625,0.05637359619140625,0.053646087646484375,0.06223297119140625,0.031085968017578125,0.049877166748046875,0.06908035278320312,0.08341217041015625,0.0654296875,0.05757904052734375,0.04788970947265625,0.054595947265625,0.0404052734375,0.032863616943359375,0.034358978271484375,0.03835296630859375,0.06482696533203125,0.053668975830078125,0.07280731201171875,0.059352874755859375,0.055789947509765625,0.0402069091796875,0.06458282470703125,0.07381439208984375,0.062488555908203125,0.05677032470703125,0.05524444580078125,0.06191253662109375,0.038013458251953125,0.045833587646484375,0.05179595947265625,0.0331573486328125,0.047924041748046875,0.0585479736328125,0.06281280517578125,0.06877899169921875,0.047832489013671875,0.0371856689453125,0.033489227294921875,0.0702056884765625,0.0422515869140625,0.05474090576171875,0.06551742553710938,0.059803009033203125,0.0393829345703125,0.043796539306640625,0.057559967041015625,0.049468994140625,0.0511016845703125,0.062259674072265625,0.0580902099609375,0.05108642578125,0.04291534423828125,0.03794097900390625,0.04976654052734375,0.0410308837890625,0.0616455078125,0.0587921142578125,0.047451019287109375,0.054515838623046875,0.052032470703125,0.0579376220703125,0.057857513427734375,0.048511505126953125,0.06418609619140625,0.08761215209960938,0.07404708862304688,0.036731719970703125,0.04245758056640625,0.054309844970703125,0.060314178466796875,0.0406494140625,0.047069549560546875,0.043697357177734375,0.05855560302734375,0.06531143188476562,0.059879302978515625,0.058254241943359375,0.0584259033203125,0.06362152099609375,0.04868316650390625,0.06875228881835938,0.06877899169921875,0.06474685668945312,0.06281280517578125,0.06262969970703125,0.05919647216796875,0.051288604736328125,0.0583343505859375,0.0723724365234375,0.05169677734375,0.05925750732421875,0.050342559814453125,0.047481536865234375,0.041042327880859375,0.032958984375,0.05133056640625,0.06263351440429688,0.0476837158203125,0.050182342529296875,0.04608154296875,0.07380294799804688,0.06756591796875,0.06792068481445312,0.051052093505859375,0.0750732421875,0.0688323974609375,0.056659698486328125,0.0539398193359375,0.0730133056640625,0.052082061767578125,0.06495285034179688,0.06801223754882812,0.06528854370117188,0.06610107421875,0.06723403930664062,0.06763076782226562,0.06637954711914062,0.08831024169921875,0.07054519653320312,0.06427764892578125,0.07039642333984375,0.07859039306640625,0.07683944702148438,0.056560516357421875,0.053394317626953125,0.08193206787109375,0.06998443603515625,0.060306549072265625,0.0634307861328125,0.07908248901367188,0.08181381225585938,0.05921173095703125,0.078277587890625,0.0781402587890625,0.08726882934570312,0.07491683959960938,0.06486129760742188,0.08920669555664062,0.06604766845703125,0.055950164794921875,0.06105804443359375,0.061939239501953125,0.08502197265625,0.06315231323242188,0.0665435791015625,0.104705810546875,0.07244491577148438,0.06391143798828125,0.06253814697265625,0.08151626586914062,0.09769439697265625,0.08252716064453125,0.06908416748046875,0.08820343017578125,0.06766128540039062,0.05298614501953125,0.07752227783203125,0.07828140258789062,0.07689666748046875,0.043331146240234375,0.04987335205078125,0.07892990112304688,0.08965301513671875,0.057025909423828125,0.04636383056640625,0.081451416015625,0.09241485595703125,0.07680511474609375,0.06761550903320312,0.07282257080078125,0.054637908935546875,0.0484161376953125,0.058826446533203125,0.06960296630859375,0.07027053833007812,0.06345748901367188,0.049732208251953125,0.07337188720703125,0.0711822509765625,0.0662994384765625,0.048370361328125,0.0723724365234375,0.0720977783203125,0.049503326416015625,0.06959915161132812,0.07245254516601562,0.07324981689453125,0.06771087646484375,0.08496475219726562,0.052661895751953125,0.06479263305664062,0.0587310791015625,0.06553268432617188,0.059635162353515625,0.06570816040039062,0.038814544677734375,0.06496429443359375,0.06916046142578125,0.06348419189453125,0.047718048095703125,0.062957763671875,0.061431884765625,0.06869125366210938,0.06482696533203125,0.053089141845703125,0.054187774658203125,0.05548858642578125,0.06671524047851562,0.06534957885742188,0.07384872436523438,0.061977386474609375,0.04936981201171875,0.06079864501953125,0.0706329345703125,0.06186676025390625,0.055507659912109375,0.07061767578125,0.07901382446289062,0.056674957275390625,0.07089996337890625,0.049266815185546875,0.06598663330078125,0.0640106201171875,0.06009674072265625,0.0609130859375,0.06537246704101562,0.06261825561523438,0.053131103515625,0.05922698974609375,0.08297348022460938,0.07741165161132812,0.06985092163085938,0.06818389892578125,0.06766510009765625,0.06418228149414062,0.050434112548828125,0.043361663818359375,0.051448822021484375,0.06268692016601562,0.06645584106445312,0.054901123046875,0.060394287109375,0.07452011108398438,0.07417678833007812,0.0465240478515625,0.07010650634765625,0.06622314453125,0.065765380859375,0.06781387329101562,0.07100677490234375,0.06655502319335938,0.06605911254882812,0.0863494873046875,0.060474395751953125,0.07958984375,0.06942367553710938,0.08163070678710938,0.060344696044921875,0.06302642822265625,0.03652191162109375,0.040374755859375,0.05755615234375,0.06943130493164062,0.06978988647460938,0.06809616088867188,0.06909942626953125,0.0679779052734375,0.06877517700195312,0.07483673095703125,0.08315658569335938,0.07994461059570312,0.05319976806640625,0.08132171630859375,0.05582427978515625,0.06258773803710938,0.07390213012695312,0.06642532348632812,0.08212661743164062,0.09652328491210938,0.0590972900390625,0.07244110107421875,0.06499862670898438,0.044033050537109375,0.07990264892578125,0.08683013916015625,0.0805511474609375,0.054828643798828125,0.059246063232421875,0.06822967529296875,0.06653213500976562,0.0778045654296875,0.0651702880859375,0.04488372802734375,0.08807754516601562,0.0758514404296875,0.06845474243164062,0.07954788208007812,0.06713104248046875,0.0519256591796875,0.07706832885742188,0.0735931396484375,0.07535171508789062,0.059200286865234375,0.0530242919921875,0.06114959716796875,0.06551361083984375,0.08977127075195312,0.06283950805664062,0.0530548095703125,0.07009124755859375,0.07779693603515625,0.049571990966796875,0.060962677001953125,0.07537078857421875,0.07133865356445312,0.059635162353515625,0.07305145263671875,0.08317947387695312,0.05939483642578125,0.053844451904296875,0.06930160522460938,0.06921768188476562,0.07878494262695312,0.04753875732421875,0.0528106689453125,0.06148529052734375,0.042293548583984375,0.05805206298828125,0.06908416748046875,0.07283401489257812,0.06824493408203125,0.05492401123046875,0.0673370361328125,0.060329437255859375,0.0730438232421875,0.07510757446289062,0.059177398681640625,0.05773162841796875,0.06358718872070312,0.07715606689453125,0.08147430419921875,0.06928634643554688,0.0892791748046875,0.046092987060546875,0.0579376220703125,0.06590652465820312,0.06933975219726562,0.0802154541015625,0.06827163696289062,0.056243896484375,0.0741424560546875,0.062435150146484375,0.07009124755859375,0.06599044799804688,0.07858657836914062,0.075714111328125,0.05196380615234375,0.04999542236328125,0.061511993408203125,0.0671844482421875,0.08646774291992188,0.08508682250976562,0.08350372314453125,0.07767105102539062,0.057857513427734375,0.05804443359375,0.07094192504882812,0.06977462768554688,0.08428573608398438,0.08877182006835938,0.07588958740234375,0.09286117553710938,0.06779861450195312,0.052265167236328125,0.0713348388671875,0.07122039794921875,0.07874298095703125,0.0711212158203125,0.07921981811523438,0.06514358520507812,0.058795928955078125,0.06365203857421875,0.06660079956054688,0.06084442138671875,0.06810760498046875,0.06547164916992188,0.054882049560546875,0.07001876831054688,0.07544708251953125,0.062469482421875,0.067108154296875,0.0669097900390625,0.06711959838867188,0.06850433349609375,0.0429229736328125,0.0677032470703125,0.037036895751953125,0.059703826904296875,0.07097244262695312,0.06052398681640625,0.05368804931640625,0.061473846435546875,0.045928955078125,0.0683746337890625,0.07757568359375,0.062042236328125,0.05809783935546875,0.05622100830078125,0.06398773193359375,0.061923980712890625,0.058406829833984375,0.045482635498046875,0.07534027099609375,0.0666656494140625,0.05748748779296875,0.046875,0.05792999267578125,0.057445526123046875,0.050079345703125,0.06262588500976562,0.0576171875,0.060962677001953125,0.06751632690429688,0.056819915771484375,0.055912017822265625,0.06901931762695312,0.058563232421875,0.050716400146484375,0.049102783203125,0.0622711181640625,0.07382965087890625,0.06399917602539062,0.0478973388671875,0.052776336669921875,0.04925537109375,0.050090789794921875,0.06188201904296875,0.04116058349609375,0.060749053955078125,0.0625457763671875,0.053325653076171875,0.041851043701171875,0.06683349609375,0.06543731689453125,0.07958602905273438,0.0584716796875,0.0634765625,0.046321868896484375,0.061588287353515625,0.04412841796875,0.062297821044921875,0.06366348266601562,0.059844970703125,0.042636871337890625,0.05336761474609375,0.07130813598632812,0.06881332397460938,0.06368255615234375,0.061397552490234375,0.056186676025390625,0.0580902099609375,0.03908538818359375,0.05318450927734375,0.07219314575195312,0.0559844970703125,0.05759429931640625,0.061370849609375,0.07132339477539062,0.058834075927734375,0.06341171264648438,0.06436538696289062,0.05631256103515625,0.07253646850585938,0.07147979736328125,0.0725555419921875,0.06930923461914062,0.0669403076171875,0.06789779663085938,0.07176971435546875,0.0626678466796875,0.08179473876953125,0.07411575317382812,0.08745574951171875,0.08739852905273438,0.10217666625976562,0.08140945434570312,0.089813232421875,0.09045028686523438,0.054111480712890625,0.0789031982421875,0.07147979736328125,0.0968475341796875,0.07387924194335938,0.08169937133789062,0.0782012939453125,0.07162857055664062,0.07122039794921875,0.06930160522460938,0.08504867553710938,0.06873703002929688,0.07923507690429688,0.081695556640625,0.0807647705078125,0.09982681274414062,0.1021728515625,0.0831756591796875,0.059383392333984375,0.08417892456054688,0.07203292846679688,0.09204483032226562,0.10809326171875,0.0959625244140625,0.0921173095703125,0.0656280517578125,0.07930755615234375,0.08940887451171875,0.07991790771484375,0.11354446411132812,0.11154556274414062,0.08086013793945312,0.12093734741210938,0.12347793579101562,0.10896682739257812,0.09854507446289062,0.09368896484375,0.1182403564453125,0.10543441772460938,0.11462020874023438,0.09518051147460938,0.11144638061523438,0.12592697143554688,0.11375045776367188,0.1001739501953125,0.10429763793945312,0.0885467529296875,0.08698654174804688,0.12279891967773438,0.110748291015625,0.09685897827148438,0.10208892822265625,0.09730911254882812,0.12566757202148438,0.11757278442382812,0.08577346801757812,0.09584426879882812,0.09232711791992188,0.095947265625,0.09821319580078125,0.10317230224609375,0.13146209716796875,0.11724853515625,0.10757064819335938,0.0937652587890625,0.09978485107421875,0.107147216796875,0.10443115234375,0.10068511962890625,0.10645675659179688,0.11054229736328125,0.10190963745117188,0.09644317626953125,0.06451797485351562,0.09366989135742188,0.052402496337890625,0.056926727294921875,0.040462493896484375,0.05434417724609375,0.06060791015625,0.07413482666015625,0.07657241821289062,0.07344436645507812,0.06417083740234375,0.051822662353515625,0.039501190185546875,0.055419921875,0.07361602783203125,0.04325103759765625,0.053558349609375,0.059417724609375,0.0771331787109375,0.05150604248046875,0.048732757568359375,0.07025909423828125,0.06511688232421875,0.04742431640625,0.059276580810546875,0.05316925048828125,0.047328948974609375,0.05199432373046875,0.08237457275390625,0.07361221313476562,0.03672027587890625,0.053234100341796875,0.056896209716796875,0.06545257568359375,0.06468963623046875,0.08232879638671875,0.07514190673828125,0.06410598754882812,0.06272125244140625,0.06578826904296875,0.057910919189453125,0.03499603271484375,0.10465621948242188,0.091644287109375,0.10782623291015625,0.0774688720703125,0.1088409423828125,0.0940093994140625,0.07632827758789062,0.0706634521484375,0.07511138916015625,0.08665847778320312,0.10869598388671875,0.09446334838867188,0.08398056030273438,0.0796661376953125,0.09811782836914062,0.11670303344726562,0.12297821044921875,0.13002395629882812,0.1576080322265625,0.16893386840820312,0.13393783569335938,0.134307861328125,0.15917205810546875,0.1343231201171875,0.15361404418945312,0.1580657958984375,0.11983489990234375,0.13427734375,0.14742279052734375,0.1655120849609375,0.1456146240234375,0.13031387329101562,0.102752685546875,0.15004348754882812,0.15888214111328125,0.1488037109375,0.11721420288085938,0.11590576171875,0.15002059936523438,0.1123046875,0.1170501708984375,0.08867263793945312,0.08456039428710938,0.06821441650390625,0.0841522216796875,0.09281539916992188,0.11621856689453125,0.0856170654296875,0.09245681762695312,0.11408233642578125,0.10866928100585938,0.15650558471679688,0.166778564453125,0.1621856689453125,0.12477493286132812,0.12310791015625,0.16356658935546875,0.11938095092773438,0.1256256103515625,0.07987594604492188,0.11459732055664062,0.10157012939453125,0.09795761108398438,0.09910964965820312,0.11499786376953125,0.12112808227539062,0.09336090087890625,0.10947799682617188,0.1026153564453125,0.10962677001953125,0.09412384033203125,0.11759567260742188,0.11380767822265625,0.1126708984375,0.0926666259765625,0.09453964233398438,0.10615921020507812,0.07133102416992188,0.079132080078125,0.07912063598632812,0.09614181518554688,0.07898712158203125,0.0943603515625,0.07540512084960938,0.08636093139648438,0.09450912475585938,0.10564041137695312,0.0771636962890625,0.09203338623046875,0.08978652954101562,0.11759567260742188,0.11070632934570312,0.10811233520507812,0.08966064453125,0.09032821655273438,0.10987091064453125,0.10831832885742188,0.10341644287109375,0.10732269287109375,0.1060791015625,0.11137771606445312,0.11657333374023438,0.11584854125976562,0.10329055786132812,0.1056671142578125,0.11264419555664062,0.12749099731445312,0.13713836669921875,0.1338043212890625,0.14778900146484375,0.11309432983398438,0.11605072021484375,0.13409423828125,0.1009521484375,0.11308670043945312,0.130035400390625,0.1089324951171875,0.12702178955078125,0.12209701538085938,0.11907577514648438,0.13067245483398438,0.12314987182617188,0.13675308227539062,0.1227874755859375,0.12392425537109375,0.09766387939453125,0.12833786010742188,0.115325927734375,0.09187698364257812,0.13428878784179688,0.12976837158203125,0.13500213623046875,0.12636184692382812,0.11709213256835938,0.13501739501953125,0.10552215576171875,0.13470840454101562,0.11680221557617188,0.1178436279296875,0.13348007202148438,0.116943359375,0.11761093139648438,0.10687637329101562,0.103973388671875,0.1248626708984375,0.12434768676757812,0.12720489501953125,0.12328338623046875,0.133544921875,0.14796066284179688,0.11597824096679688,0.12119293212890625,0.12865829467773438,0.1266632080078125,0.12512969970703125,0.12640762329101562,0.11529541015625,0.11870956420898438,0.11851882934570312,0.13312530517578125,0.1123046875,0.10204696655273438,0.10333633422851562,0.12655258178710938,0.10913848876953125,0.11741256713867188,0.13074111938476562,0.11676025390625,0.13452529907226562,0.11768722534179688,0.14139938354492188,0.1100616455078125,0.11093902587890625,0.12111282348632812,0.09607696533203125,0.09592819213867188,0.09889602661132812,0.0966949462890625,0.1170806884765625,0.09423446655273438,0.11783981323242188,0.10680389404296875,0.11328125,0.11747360229492188,0.12166595458984375,0.10581207275390625,0.10659027099609375,0.12216949462890625,0.11798858642578125,0.1041107177734375,0.09498977661132812,0.11176300048828125,0.11074066162109375,0.12892913818359375,0.11466217041015625,0.1523895263671875,0.15483856201171875,0.1024322509765625,0.11591720581054688,0.12381744384765625,0.099151611328125,0.12698745727539062,0.119354248046875,0.115203857421875,0.1226959228515625,0.09018707275390625,0.09491348266601562,0.1107635498046875,0.11568450927734375,0.132659912109375,0.10838699340820312,0.12758636474609375,0.12094879150390625,0.12434005737304688,0.10998916625976562,0.1163177490234375,0.11736679077148438,0.10622406005859375,0.10665130615234375,0.11894989013671875,0.115631103515625,0.1021270751953125,0.09057235717773438,0.12221145629882812,0.10967636108398438,0.12511062622070312,0.12952423095703125,0.12472915649414062,0.10469818115234375,0.13130569458007812,0.115570068359375,0.11383819580078125,0.11864089965820312,0.09357070922851562,0.07946395874023438,0.1319427490234375,0.13074874877929688,0.12144851684570312,0.12911605834960938,0.11011123657226562,0.12944412231445312,0.14106369018554688,0.11602020263671875,0.13007354736328125,0.12060546875,0.11331939697265625,0.10675048828125,0.07685089111328125,0.11656951904296875,0.1165313720703125,0.11715316772460938,0.13574600219726562,0.11387252807617188,0.10097885131835938,0.11990737915039062,0.11553573608398438,0.11608123779296875,0.0991363525390625,0.11818313598632812,0.13194656372070312,0.12029647827148438,0.12064743041992188,0.10807418823242188,0.11417007446289062,0.10692977905273438,0.09163284301757812,0.10235977172851562,0.13056564331054688,0.13519668579101562,0.10395050048828125,0.10831069946289062,0.10693740844726562,0.12735748291015625,0.12228012084960938,0.11388015747070312,0.12963104248046875,0.11985397338867188,0.12006378173828125,0.11244583129882812,0.10050582885742188,0.08469009399414062,0.1031341552734375,0.1090850830078125,0.12776565551757812,0.12778091430664062,0.11193084716796875,0.11389541625976562,0.12558746337890625,0.12612533569335938,0.09632492065429688,0.10974502563476562,0.13946533203125,0.12620925903320312,0.11632156372070312,0.11500930786132812,0.10214614868164062,0.10881423950195312,0.10179901123046875,0.10843658447265625,0.14842987060546875,0.11364364624023438,0.12375259399414062,0.10705947875976562,0.11600875854492188,0.11524200439453125,0.12755966186523438,0.10329055786132812,0.1282196044921875,0.12450027465820312,0.13253021240234375,0.12262344360351562,0.11722183227539062,0.10770416259765625,0.1400604248046875,0.12819290161132812,0.08647537231445312,0.07519149780273438,0.07305908203125,0.0813140869140625,0.07238006591796875,0.06471633911132812,0.06433486938476562,0.068756103515625,0.08337783813476562,0.0876617431640625,0.07246017456054688,0.09359359741210938,0.07172393798828125,0.06606292724609375,0.0782623291015625,0.06770706176757812,0.08121871948242188,0.0757904052734375,0.062061309814453125,0.07558822631835938,0.07841110229492188,0.084197998046875,0.08150482177734375,0.08187103271484375,0.08013916015625,0.06811141967773438,0.07037353515625,0.071014404296875,0.0658416748046875,0.0743408203125,0.07379150390625,0.07921600341796875,0.074615478515625,0.08408355712890625,0.07703018188476562,0.0733489990234375,0.08161544799804688,0.0831298828125,0.0757293701171875,0.070220947265625,0.09825515747070312,0.08168411254882812,0.076324462890625,0.07242584228515625,0.08007431030273438,0.08364105224609375,0.0850067138671875,0.0721893310546875,0.0767059326171875,0.08004379272460938,0.0833892822265625,0.08481979370117188,0.09774017333984375,0.09513473510742188,0.08231735229492188,0.08432769775390625,0.09059524536132812,0.10265350341796875,0.10442352294921875,0.09275054931640625,0.06670761108398438,0.08835220336914062,0.09202957153320312,0.0954437255859375,0.07070541381835938,0.08800888061523438,0.1042327880859375,0.09032440185546875,0.10923385620117188,0.11458587646484375,0.102935791015625,0.09654617309570312,0.09835052490234375,0.073211669921875,0.0882568359375,0.08768463134765625,0.08466720581054688,0.0974578857421875,0.09133529663085938,0.08276748657226562,0.09835433959960938,0.10634613037109375,0.09407806396484375,0.0877227783203125,0.09317779541015625,0.08671951293945312,0.0929412841796875,0.09344863891601562,0.09225082397460938,0.10372161865234375,0.09068679809570312,0.11076736450195312,0.09796524047851562,0.08790969848632812,0.10338211059570312,0.10065078735351562,0.11237335205078125,0.09807205200195312,0.09477996826171875,0.08348464965820312,0.10670089721679688,0.10445022583007812,0.08226776123046875,0.08584976196289062,0.08888626098632812,0.0932464599609375,0.08992767333984375,0.09207534790039062,0.09991836547851562,0.09995651245117188,0.0811920166015625,0.0802459716796875,0.08637619018554688,0.08164596557617188,0.09019088745117188,0.08745574951171875,0.12919235229492188,0.10235595703125,0.08730316162109375,0.10468292236328125,0.1217803955078125,0.12483596801757812,0.10618209838867188,0.09756088256835938,0.09498214721679688,0.08886337280273438,0.0853729248046875,0.098297119140625,0.1020355224609375,0.092437744140625,0.1229705810546875,0.10332870483398438,0.0873565673828125,0.10177230834960938,0.1057281494140625,0.09895706176757812,0.102142333984375,0.10230636596679688,0.10410308837890625,0.08254623413085938,0.110443115234375,0.13578033447265625,0.12197113037109375,0.14140701293945312,0.13578033447265625,0.13421630859375,0.11821365356445312,0.12260818481445312,0.12433242797851562,0.12480926513671875,0.14345550537109375,0.138214111328125,0.1247406005859375,0.135223388671875,0.13090133666992188,0.13811874389648438,0.1399688720703125,0.12618255615234375,0.14162445068359375,0.14638900756835938,0.12357330322265625,0.14225006103515625,0.13496780395507812,0.17681503295898438,0.179718017578125,0.15014266967773438,0.13916778564453125,0.14763259887695312,0.15886688232421875,0.14937210083007812,0.1408233642578125,0.15346527099609375,0.12592697143554688,0.11566543579101562,0.11771011352539062,0.114593505859375,0.12830734252929688,0.11841964721679688,0.11859512329101562,0.13451004028320312,0.13569259643554688,0.12281036376953125,0.1190185546875,0.14508438110351562,0.15318679809570312,0.13295364379882812,0.13074111938476562,0.16960906982421875,0.14263916015625,0.13456344604492188,0.12278366088867188,0.10031890869140625,0.1160430908203125,0.12846755981445312,0.10803604125976562,0.10129928588867188,0.0866241455078125,0.08519744873046875,0.09293365478515625,0.09653854370117188,0.06538772583007812,0.083709716796875,0.08547210693359375,0.09600448608398438,0.09339141845703125,0.0919952392578125,0.10429000854492188,0.1060943603515625,0.09847259521484375,0.08061599731445312,0.0948486328125,0.07547378540039062,0.059539794921875,0.0751495361328125,0.08011245727539062,0.06333160400390625,0.08556747436523438,0.10253524780273438,0.07456207275390625,0.08295059204101562,0.08370590209960938,0.0757904052734375,0.07675933837890625,0.09394073486328125,0.11548233032226562,0.09027481079101562,0.09905624389648438,0.09271621704101562,0.096099853515625,0.08023834228515625,0.0770263671875,0.08262252807617188,0.081695556640625,0.11121749877929688,0.09214401245117188,0.07936477661132812,0.07213973999023438,0.063140869140625,0.07846832275390625,0.06516265869140625,0.09609222412109375,0.07633590698242188,0.07381820678710938,0.09064483642578125,0.07142257690429688,0.07749557495117188,0.061573028564453125,0.09086990356445312,0.0910186767578125,0.10830307006835938,0.08980941772460938,0.06182861328125,0.06666946411132812,0.07289886474609375,0.09472274780273438,0.08011245727539062,0.0905914306640625,0.08509063720703125,0.06546401977539062,0.06781768798828125,0.07738494873046875
mar_area_percentage_list
0.08491134643554688,0.08074569702148438,0.086669921875,0.09255218505859375,0.0880584716796875,0.08055877685546875,0.08270645141601562,0.08989334106445312,0.0756072998046875,0.09041976928710938,0.0919647216796875,0.08010482788085938,0.09061050415039062,0.09505462646484375,0.101165771484375,0.0802764892578125,0.10592269897460938,0.10532379150390625,0.07175064086914062,0.09631729125976562,0.09991073608398438,0.09052658081054688,0.0958099365234375,0.0983123779296875,0.10580825805664062,0.10147857666015625,0.09331893920898438,0.087921142578125,0.08448410034179688,0.079742431640625,0.08686065673828125,0.09804534912109375,0.08679580688476562,0.0866851806640625,0.08804702758789062,0.09009933471679688,0.09337234497070312,0.08333206176757812,0.08782958984375,0.09883499145507812,0.07685470581054688,0.08179092407226562,0.0887451171875,0.08194732666015625,0.076751708984375,0.0818023681640625,0.08774948120117188,0.09096145629882812,0.0768280029296875,0.08224105834960938,0.0734710693359375,0.0730133056640625,0.08089065551757812,0.0865631103515625,0.070587158203125,0.07912445068359375,0.08254241943359375,0.06529998779296875,0.08484649658203125,0.07383346557617188,0.09189224243164062,0.08066177368164062,0.08885574340820312,0.0878448486328125,0.08617782592773438,0.09008407592773438,0.089202880859375,0.08872222900390625,0.07990264892578125,0.08842849731445312,0.09773635864257812,0.10663986206054688,0.08856201171875,0.10531997680664062,0.1114654541015625,0.08765029907226562,0.08489990234375,0.08260726928710938,0.10186004638671875,0.09557342529296875,0.093048095703125,0.08638381958007812,0.090667724609375,0.09285354614257812,0.111358642578125,0.11927413940429688,0.11265182495117188,0.10474014282226562,0.13911819458007812,0.12437057495117188,0.126373291015625,0.12422943115234375,0.129058837890625,0.11511611938476562,0.12359237670898438,0.12215805053710938,0.13471221923828125,0.12525177001953125,0.13968658447265625,0.12702560424804688,0.077911376953125,0.07988357543945312,0.0722198486328125,0.08412551879882812,0.08211517333984375,0.09307098388671875,0.08159637451171875,0.10130691528320312,0.08391571044921875,0.09914016723632812,0.0760498046875,0.0748291015625,0.07942962646484375,0.08065414428710938,0.0836639404296875,0.07273101806640625,0.08263778686523438,0.07363510131835938,0.06783294677734375,0.08362197875976562,0.08179092407226562,0.0945892333984375,0.07564163208007812,0.082427978515625,0.08289337158203125,0.08320999145507812,0.0708465576171875,0.08114242553710938,0.07463836669921875,0.07860565185546875,0.08286666870117188,0.09660720825195312,0.08465957641601562,0.09558486938476562,0.09606170654296875,0.09574508666992188,0.10026168823242188,0.09107208251953125,0.0771636962890625,0.08237457275390625,0.07674026489257812,0.09149169921875,0.0834808349609375,0.09295654296875,0.09551620483398438,0.0855255126953125,0.08885955810546875,0.08095932006835938,0.08259201049804688,0.08499526977539062,0.07509613037109375,0.08148956298828125,0.06521224975585938,0.06846237182617188,0.08827590942382812,0.08181381225585938,0.12026596069335938,0.1154022216796875,0.1222381591796875,0.11219406127929688,0.12328720092773438,0.1464385986328125,0.13341140747070312,0.10424041748046875,0.12404251098632812,0.14028549194335938,0.13079071044921875,0.13631439208984375,0.12397384643554688,0.1344757080078125,0.125579833984375,0.13177490234375,0.0946502685546875,0.11076736450195312,0.10178756713867188,0.1227874755859375,0.10610580444335938,0.10963821411132812,0.1122589111328125,0.12060165405273438,0.12654495239257812,0.1318206787109375,0.132720947265625,0.1395263671875,0.14033889770507812,0.13593292236328125,0.1492767333984375,0.14099502563476562,0.12295150756835938,0.13500595092773438,0.11438369750976562,0.1462554931640625,0.13770675659179688,0.13275146484375,0.13062667846679688,0.13972854614257812,0.14658737182617188,0.13564682006835938,0.12067794799804688,0.14823150634765625,0.13370132446289062,0.0996551513671875,0.1018829345703125,0.1043701171875,0.10625076293945312,0.1096649169921875,0.10642242431640625,0.10914993286132812,0.10456466674804688,0.09009552001953125,0.09368133544921875,0.11061477661132812,0.11049652099609375,0.10377883911132812,0.11583709716796875,0.10135269165039062,0.09914398193359375,0.1120758056640625,0.11076736450195312,0.11136627197265625,0.09887313842773438,0.09584808349609375,0.10584259033203125,0.0915679931640625,0.11846923828125,0.11746597290039062,0.11631393432617188,0.10330963134765625,0.10411834716796875,0.10383224487304688,0.11376953125,0.10445404052734375,0.0981597900390625,0.104339599609375,0.09836196899414062,0.0979766845703125,0.09810256958007812,0.12564468383789062,0.10530471801757812,0.10578536987304688,0.1233978271484375,0.10032272338867188,0.10742950439453125,0.13171005249023438,0.11948394775390625,0.12194061279296875,0.123291015625,0.1224517822265625,0.12314605712890625,0.11388778686523438,0.12451553344726562,0.12824630737304688,0.10153579711914062,0.10199356079101562,0.10770034790039062,0.12433242797851562,0.11391830444335938,0.123687744140625,0.1259765625,0.12871551513671875,0.12547683715820312
bainite_k_list
